Algorithm,Performance_Metric_New,Performance_Metric,Baseline_SCore,Category,Feature_Types,Data_Size
RF,meanAccuracy,cv_RF_train.meanAccuracy,0.83646765,Camera,Composite_Numerical,2k
RF,meanPrecision,cv_RF_train.meanPrecision,0.823,Camera,Composite_Numerical,2k
RF,meanRecall,cv_RF_train.meanRecall,0.858,Camera,Composite_Numerical,2k
RF,meanFscore,cv_RF_train.meanFscore,0.839336662,Camera,Composite_Numerical,2k
NNET,meanAccuracy,cv_NNET_train.meanAccuracy,0.49917617,Camera,Composite_Numerical,2k
NNET,meanPrecision,cv_NNET_train.meanPrecision,0.499,Camera,Composite_Numerical,2k
NNET,meanRecall,cv_NNET_train.meanRecall,1,Camera,Composite_Numerical,2k
NNET,meanFscore,cv_NNET_train.meanFscore,0.665499125,Camera,Composite_Numerical,2k
SLDA,meanAccuracy,cv_SLDA_train.meanAccuracy,0.82058065,Camera,Composite_Numerical,2k
SLDA,meanPrecision,cv_SLDA_train.meanPrecision,0.847,Camera,Composite_Numerical,2k
SLDA,meanRecall,cv_SLDA_train.meanRecall,0.783,Camera,Composite_Numerical,2k
SLDA,meanFscore,cv_SLDA_train.meanFscore,0.812240055,Camera,Composite_Numerical,2k
BOOSTING,meanAccuracy,cv_BOOSTING_train.meanAccuracy,0.877993097,Camera,Composite_Numerical,2k
BOOSTING,meanPrecision,cv_BOOSTING_train.meanPrecision,0.846,Camera,Composite_Numerical,2k
BOOSTING,meanRecall,cv_BOOSTING_train.meanRecall,0.871,Camera,Composite_Numerical,2k
BOOSTING,meanFscore,cv_BOOSTING_train.meanFscore,0.857744475,Camera,Composite_Numerical,2k
NaiveBayes,meanAccuracy,cv_NaiveBayes_train.meanAccuracy,0.705211634,Laptop,Unigram,2k
NaiveBayes,meanPrecision,cv_NaiveBayes_train.meanPrecision,0.654,Laptop,Unigram,2k
NaiveBayes,meanRecall,cv_NaiveBayes_train.meanRecall,0.873,Laptop,Unigram,2k
NaiveBayes,meanFscore,cv_NaiveBayes_train.meanFscore,0.746561687,Laptop,Unigram,2k
MX,meanAccuracy,cv_MX_train.meanAccuracy,0.951922091,Laptop,Unigram,2k
MX,meanPrecision,cv_MX_train.meanPrecision,0.946,Laptop,Unigram,2k
MX,meanRecall,cv_MX_train.meanRecall,0.957,Laptop,Unigram,2k
MX,meanFscore,cv_MX_train.meanFscore,0.951101528,Laptop,Unigram,2k
SVM,meanAccuracy,cv_SVM_train.meanAccuracy,0.823950495,Laptop,Unigram,2k
SVM,meanPrecision,cv_SVM_train.meanPrecision,0.85,Laptop,Unigram,2k
SVM,meanRecall,cv_SVM_train.meanRecall,0.786,Laptop,Unigram,2k
SVM,meanFscore,cv_SVM_train.meanFscore,0.81596379,Laptop,Unigram,2k
BG,meanAccuracy,cv_BG_train.meanAccuracy,0.795427501,Laptop,Unigram,2k
BG,meanPrecision,cv_BG_train.meanPrecision,0.788,Laptop,Unigram,2k
BG,meanRecall,cv_BG_train.meanRecall,0.812,Laptop,Unigram,2k
BG,meanFscore,cv_BG_train.meanFscore,0.798967044,Laptop,Unigram,2k
TREE,meanAccuracy,cv_TREE_train.meanAccuracy,0.740138203,Laptop,Unigram,2k
TREE,meanPrecision,cv_TREE_train.meanPrecision,0.713,Laptop,Unigram,2k
TREE,meanRecall,cv_TREE_train.meanRecall,0.806,Laptop,Unigram,2k
TREE,meanFscore,cv_TREE_train.meanFscore,0.755185035,Laptop,Unigram,2k
RF,meanAccuracy,cv_RF_train.meanAccuracy,0.865638046,Laptop,Unigram,2k
RF,meanPrecision,cv_RF_train.meanPrecision,0.899,Laptop,Unigram,2k
RF,meanRecall,cv_RF_train.meanRecall,0.824,Laptop,Unigram,2k
RF,meanFscore,cv_RF_train.meanFscore,0.859081932,Laptop,Unigram,2k
NNET,meanAccuracy,cv_NNET_train.meanAccuracy,0.499366204,Laptop,Unigram,2k
NNET,meanPrecision,cv_NNET_train.meanPrecision,0.499,Laptop,Unigram,2k
NNET,meanRecall,cv_NNET_train.meanRecall,1,Laptop,Unigram,2k
NNET,meanFscore,cv_NNET_train.meanFscore,0.664797655,Laptop,Unigram,2k
SLDA,meanAccuracy,cv_SLDA_train.meanAccuracy,0.857101892,Laptop,Unigram,2k
SLDA,meanPrecision,cv_SLDA_train.meanPrecision,0.878,Laptop,Unigram,2k
SLDA,meanRecall,cv_SLDA_train.meanRecall,0.829,Laptop,Unigram,2k
SLDA,meanFscore,cv_SLDA_train.meanFscore,0.851581826,Laptop,Unigram,2k
BOOSTING,meanAccuracy,cv_BOOSTING_train.meanAccuracy,0.88354563,Laptop,Unigram,2k
BOOSTING,meanPrecision,cv_BOOSTING_train.meanPrecision,0.873,Laptop,Unigram,2k
BOOSTING,meanRecall,cv_BOOSTING_train.meanRecall,0.82,Laptop,Unigram,2k
BOOSTING,meanFscore,cv_BOOSTING_train.meanFscore,0.844912907,Laptop,Unigram,2k
NaiveBayes,meanAccuracy,cv_NaiveBayes_train.meanAccuracy,0.694090503,Laptop,Unigram_Composite,2k
NaiveBayes,meanPrecision,cv_NaiveBayes_train.meanPrecision,0.645,Laptop,Unigram_Composite,2k
NaiveBayes,meanRecall,cv_NaiveBayes_train.meanRecall,0.87,Laptop,Unigram_Composite,2k
NaiveBayes,meanFscore,cv_NaiveBayes_train.meanFscore,0.739008982,Laptop,Unigram_Composite,2k
MX,meanAccuracy,cv_MX_train.meanAccuracy,0.961961999,Laptop,Unigram_Composite,2k
MX,meanPrecision,cv_MX_train.meanPrecision,0.969,Laptop,Unigram_Composite,2k
MX,meanRecall,cv_MX_train.meanRecall,0.954,Laptop,Unigram_Composite,2k
MX,meanFscore,cv_MX_train.meanFscore,0.961309185,Laptop,Unigram_Composite,2k
SVM,meanAccuracy,cv_SVM_train.meanAccuracy,0.620577814,Laptop,Unigram_Composite,2k
SVM,meanPrecision,cv_SVM_train.meanPrecision,0.592,Laptop,Unigram_Composite,2k
SVM,meanRecall,cv_SVM_train.meanRecall,0.785,Laptop,Unigram_Composite,2k
SVM,meanFscore,cv_SVM_train.meanFscore,0.673449786,Laptop,Unigram_Composite,2k
BG,meanAccuracy,cv_BG_train.meanAccuracy,0.841164064,Laptop,Unigram_Composite,2k
BG,meanPrecision,cv_BG_train.meanPrecision,0.838,Laptop,Unigram_Composite,2k
BG,meanRecall,cv_BG_train.meanRecall,0.848,Laptop,Unigram_Composite,2k
BG,meanFscore,cv_BG_train.meanFscore,0.842150115,Laptop,Unigram_Composite,2k
TREE,meanAccuracy,cv_TREE_train.meanAccuracy,0.79641262,Laptop,Unigram_Composite,2k
TREE,meanPrecision,cv_TREE_train.meanPrecision,0.778,Laptop,Unigram_Composite,2k
TREE,meanRecall,cv_TREE_train.meanRecall,0.833,Laptop,Unigram_Composite,2k
TREE,meanFscore,cv_TREE_train.meanFscore,0.803189598,Laptop,Unigram_Composite,2k
RF,meanAccuracy,cv_RF_train.meanAccuracy,0.871704865,Laptop,Unigram_Composite,2k
RF,meanPrecision,cv_RF_train.meanPrecision,0.875,Laptop,Unigram_Composite,2k
RF,meanRecall,cv_RF_train.meanRecall,0.867,Laptop,Unigram_Composite,2k
RF,meanFscore,cv_RF_train.meanFscore,0.87034973,Laptop,Unigram_Composite,2k
NNET,meanAccuracy,cv_NNET_train.meanAccuracy,0.499644592,Laptop,Unigram_Composite,2k
NNET,meanPrecision,cv_NNET_train.meanPrecision,0.501,Laptop,Unigram_Composite,2k
NNET,meanRecall,cv_NNET_train.meanRecall,1,Laptop,Unigram_Composite,2k
NNET,meanFscore,cv_NNET_train.meanFscore,0.6666643,Laptop,Unigram_Composite,2k
SLDA,meanAccuracy,cv_SLDA_train.meanAccuracy,0.810679758,Laptop,Unigram_Composite,2k
SLDA,meanPrecision,cv_SLDA_train.meanPrecision,0.813,Laptop,Unigram_Composite,2k
SLDA,meanRecall,cv_SLDA_train.meanRecall,0.808,Laptop,Unigram_Composite,2k
SLDA,meanFscore,cv_SLDA_train.meanFscore,0.809198029,Laptop,Unigram_Composite,2k
BOOSTING,meanAccuracy,cv_BOOSTING_train.meanAccuracy,0.883421725,Laptop,Unigram_Composite,2k
BOOSTING,meanPrecision,cv_BOOSTING_train.meanPrecision,0.867,Laptop,Unigram_Composite,2k
BOOSTING,meanRecall,cv_BOOSTING_train.meanRecall,0.869,Laptop,Unigram_Composite,2k
BOOSTING,meanFscore,cv_BOOSTING_train.meanFscore,0.866439748,Laptop,Unigram_Composite,2k
NaiveBayes,meanAccuracy,cv_NaiveBayes_train.meanAccuracy,0.725500774,Laptop,Unigram_Bigram,2k
NaiveBayes,meanPrecision,cv_NaiveBayes_train.meanPrecision,0.68,Laptop,Unigram_Bigram,2k
NaiveBayes,meanRecall,cv_NaiveBayes_train.meanRecall,0.863,Laptop,Unigram_Bigram,2k
NaiveBayes,meanFscore,cv_NaiveBayes_train.meanFscore,0.759472897,Laptop,Unigram_Bigram,2k
MX,meanAccuracy,cv_MX_train.meanAccuracy,0.958056853,Laptop,Unigram_Bigram,2k
MX,meanPrecision,cv_MX_train.meanPrecision,0.954,Laptop,Unigram_Bigram,2k
MX,meanRecall,cv_MX_train.meanRecall,0.963,Laptop,Unigram_Bigram,2k
MX,meanFscore,cv_MX_train.meanFscore,0.958377285,Laptop,Unigram_Bigram,2k
SVM,meanAccuracy,cv_SVM_train.meanAccuracy,0.827681376,Laptop,Unigram_Bigram,2k
SVM,meanPrecision,cv_SVM_train.meanPrecision,0.859,Laptop,Unigram_Bigram,2k
SVM,meanRecall,cv_SVM_train.meanRecall,0.786,Laptop,Unigram_Bigram,2k
SVM,meanFscore,cv_SVM_train.meanFscore,0.820066649,Laptop,Unigram_Bigram,2k
BG,meanAccuracy,cv_BG_train.meanAccuracy,0.796459418,Laptop,Unigram_Bigram,2k
BG,meanPrecision,cv_BG_train.meanPrecision,0.794,Laptop,Unigram_Bigram,2k
BG,meanRecall,cv_BG_train.meanRecall,0.802,Laptop,Unigram_Bigram,2k
BG,meanFscore,cv_BG_train.meanFscore,0.797537792,Laptop,Unigram_Bigram,2k
TREE,meanAccuracy,cv_TREE_train.meanAccuracy,0.742815148,Laptop,Unigram_Bigram,2k
TREE,meanPrecision,cv_TREE_train.meanPrecision,0.717,Laptop,Unigram_Bigram,2k
TREE,meanRecall,cv_TREE_train.meanRecall,0.803,Laptop,Unigram_Bigram,2k
TREE,meanFscore,cv_TREE_train.meanFscore,0.756951559,Laptop,Unigram_Bigram,2k
RF,meanAccuracy,cv_RF_train.meanAccuracy,0.871044925,Laptop,Unigram_Bigram,2k
RF,meanPrecision,cv_RF_train.meanPrecision,0.907,Laptop,Unigram_Bigram,2k
RF,meanRecall,cv_RF_train.meanRecall,0.826,Laptop,Unigram_Bigram,2k
RF,meanFscore,cv_RF_train.meanFscore,0.864164282,Laptop,Unigram_Bigram,2k
NNET,meanAccuracy,cv_NNET_train.meanAccuracy,0.500924925,Laptop,Unigram_Bigram,2k
NNET,meanPrecision,cv_NNET_train.meanPrecision,0.499,Laptop,Unigram_Bigram,2k
NNET,meanRecall,cv_NNET_train.meanRecall,1,Laptop,Unigram_Bigram,2k
NNET,meanFscore,cv_NNET_train.meanFscore,0.665199898,Laptop,Unigram_Bigram,2k
SLDA,meanAccuracy,cv_SLDA_train.meanAccuracy,0.86068017,Laptop,Unigram_Bigram,2k
SLDA,meanPrecision,cv_SLDA_train.meanPrecision,0.879,Laptop,Unigram_Bigram,2k
SLDA,meanRecall,cv_SLDA_train.meanRecall,0.839,Laptop,Unigram_Bigram,2k
SLDA,meanFscore,cv_SLDA_train.meanFscore,0.857236164,Laptop,Unigram_Bigram,2k
BOOSTING,meanAccuracy,cv_BOOSTING_train.meanAccuracy,0.893812349,Laptop,Unigram_Bigram,2k
BOOSTING,meanPrecision,cv_BOOSTING_train.meanPrecision,0.884,Laptop,Unigram_Bigram,2k
BOOSTING,meanRecall,cv_BOOSTING_train.meanRecall,0.848,Laptop,Unigram_Bigram,2k
BOOSTING,meanFscore,cv_BOOSTING_train.meanFscore,0.864721848,Laptop,Unigram_Bigram,2k
NaiveBayes,meanAccuracy,cv_NaiveBayes_train.meanAccuracy,0.726751109,Laptop,Unigram_Bigram_Trigram,2k
NaiveBayes,meanPrecision,cv_NaiveBayes_train.meanPrecision,0.675,Laptop,Unigram_Bigram_Trigram,2k
NaiveBayes,meanRecall,cv_NaiveBayes_train.meanRecall,0.872,Laptop,Unigram_Bigram_Trigram,2k
NaiveBayes,meanFscore,cv_NaiveBayes_train.meanFscore,0.760462673,Laptop,Unigram_Bigram_Trigram,2k
MX,meanAccuracy,cv_MX_train.meanAccuracy,0.957767042,Laptop,Unigram_Bigram_Trigram,2k
MX,meanPrecision,cv_MX_train.meanPrecision,0.953,Laptop,Unigram_Bigram_Trigram,2k
MX,meanRecall,cv_MX_train.meanRecall,0.962,Laptop,Unigram_Bigram_Trigram,2k
MX,meanFscore,cv_MX_train.meanFscore,0.95737122,Laptop,Unigram_Bigram_Trigram,2k
SVM,meanAccuracy,cv_SVM_train.meanAccuracy,0.831849008,Laptop,Unigram_Bigram_Trigram,2k
SVM,meanPrecision,cv_SVM_train.meanPrecision,0.862,Laptop,Unigram_Bigram_Trigram,2k
SVM,meanRecall,cv_SVM_train.meanRecall,0.789,Laptop,Unigram_Bigram_Trigram,2k
SVM,meanFscore,cv_SVM_train.meanFscore,0.823390412,Laptop,Unigram_Bigram_Trigram,2k
BG,meanAccuracy,cv_BG_train.meanAccuracy,0.790101095,Laptop,Unigram_Bigram_Trigram,2k
BG,meanPrecision,cv_BG_train.meanPrecision,0.786,Laptop,Unigram_Bigram_Trigram,2k
BG,meanRecall,cv_BG_train.meanRecall,0.798,Laptop,Unigram_Bigram_Trigram,2k
BG,meanFscore,cv_BG_train.meanFscore,0.791037035,Laptop,Unigram_Bigram_Trigram,2k
TREE,meanAccuracy,cv_TREE_train.meanAccuracy,0.733157669,Laptop,Unigram_Bigram_Trigram,2k
TREE,meanPrecision,cv_TREE_train.meanPrecision,0.703,Laptop,Unigram_Bigram_Trigram,2k
TREE,meanRecall,cv_TREE_train.meanRecall,0.803,Laptop,Unigram_Bigram_Trigram,2k
TREE,meanFscore,cv_TREE_train.meanFscore,0.748773076,Laptop,Unigram_Bigram_Trigram,2k
RF,meanAccuracy,cv_RF_train.meanAccuracy,0.870814837,Laptop,Unigram_Bigram_Trigram,2k
RF,meanPrecision,cv_RF_train.meanPrecision,0.904,Laptop,Unigram_Bigram_Trigram,2k
RF,meanRecall,cv_RF_train.meanRecall,0.828,Laptop,Unigram_Bigram_Trigram,2k
RF,meanFscore,cv_RF_train.meanFscore,0.863891893,Laptop,Unigram_Bigram_Trigram,2k
NNET,meanAccuracy,cv_NNET_train.meanAccuracy,0.499249705,Laptop,Unigram_Bigram_Trigram,2k
NNET,meanPrecision,cv_NNET_train.meanPrecision,0.5,Laptop,Unigram_Bigram_Trigram,2k
NNET,meanRecall,cv_NNET_train.meanRecall,1,Laptop,Unigram_Bigram_Trigram,2k
NNET,meanFscore,cv_NNET_train.meanFscore,0.665974782,Laptop,Unigram_Bigram_Trigram,2k
SLDA,meanAccuracy,cv_SLDA_train.meanAccuracy,0.859683372,Laptop,Unigram_Bigram_Trigram,2k
SLDA,meanPrecision,cv_SLDA_train.meanPrecision,0.879,Laptop,Unigram_Bigram_Trigram,2k
SLDA,meanRecall,cv_SLDA_train.meanRecall,0.831,Laptop,Unigram_Bigram_Trigram,2k
SLDA,meanFscore,cv_SLDA_train.meanFscore,0.853988623,Laptop,Unigram_Bigram_Trigram,2k
BOOSTING,meanAccuracy,cv_BOOSTING_train.meanAccuracy,0.894764645,Laptop,Unigram_Bigram_Trigram,2k
BOOSTING,meanPrecision,cv_BOOSTING_train.meanPrecision,0.885,Laptop,Unigram_Bigram_Trigram,2k
BOOSTING,meanRecall,cv_BOOSTING_train.meanRecall,0.845,Laptop,Unigram_Bigram_Trigram,2k
BOOSTING,meanFscore,cv_BOOSTING_train.meanFscore,0.863520362,Laptop,Unigram_Bigram_Trigram,2k
NaiveBayes,meanAccuracy,cv_NaiveBayes_train.meanAccuracy,0.725415802,Laptop,Unigram_Bigram_Trigram_Composite,2k
NaiveBayes,meanPrecision,cv_NaiveBayes_train.meanPrecision,0.674,Laptop,Unigram_Bigram_Trigram_Composite,2k
NaiveBayes,meanRecall,cv_NaiveBayes_train.meanRecall,0.872,Laptop,Unigram_Bigram_Trigram_Composite,2k
NaiveBayes,meanFscore,cv_NaiveBayes_train.meanFscore,0.759449459,Laptop,Unigram_Bigram_Trigram_Composite,2k
MX,meanAccuracy,cv_MX_train.meanAccuracy,0.964408787,Laptop,Unigram_Bigram_Trigram_Composite,2k
MX,meanPrecision,cv_MX_train.meanPrecision,0.975,Laptop,Unigram_Bigram_Trigram_Composite,2k
MX,meanRecall,cv_MX_train.meanRecall,0.952,Laptop,Unigram_Bigram_Trigram_Composite,2k
MX,meanFscore,cv_MX_train.meanFscore,0.963227471,Laptop,Unigram_Bigram_Trigram_Composite,2k
SVM,meanAccuracy,cv_SVM_train.meanAccuracy,0.62143138,Laptop,Unigram_Bigram_Trigram_Composite,2k
SVM,meanPrecision,cv_SVM_train.meanPrecision,0.593,Laptop,Unigram_Bigram_Trigram_Composite,2k
SVM,meanRecall,cv_SVM_train.meanRecall,0.771,Laptop,Unigram_Bigram_Trigram_Composite,2k
SVM,meanFscore,cv_SVM_train.meanFscore,0.668781605,Laptop,Unigram_Bigram_Trigram_Composite,2k
BG,meanAccuracy,cv_BG_train.meanAccuracy,0.847563606,Laptop,Unigram_Bigram_Trigram_Composite,2k
BG,meanPrecision,cv_BG_train.meanPrecision,0.84,Laptop,Unigram_Bigram_Trigram_Composite,2k
BG,meanRecall,cv_BG_train.meanRecall,0.858,Laptop,Unigram_Bigram_Trigram_Composite,2k
BG,meanFscore,cv_BG_train.meanFscore,0.848243175,Laptop,Unigram_Bigram_Trigram_Composite,2k
TREE,meanAccuracy,cv_TREE_train.meanAccuracy,0.79212293,Laptop,Unigram_Bigram_Trigram_Composite,2k
TREE,meanPrecision,cv_TREE_train.meanPrecision,0.775,Laptop,Unigram_Bigram_Trigram_Composite,2k
TREE,meanRecall,cv_TREE_train.meanRecall,0.823,Laptop,Unigram_Bigram_Trigram_Composite,2k
TREE,meanFscore,cv_TREE_train.meanFscore,0.797192106,Laptop,Unigram_Bigram_Trigram_Composite,2k
RF,meanAccuracy,cv_RF_train.meanAccuracy,0.880556469,Laptop,Unigram_Bigram_Trigram_Composite,2k
RF,meanPrecision,cv_RF_train.meanPrecision,0.881,Laptop,Unigram_Bigram_Trigram_Composite,2k
RF,meanRecall,cv_RF_train.meanRecall,0.882,Laptop,Unigram_Bigram_Trigram_Composite,2k
RF,meanFscore,cv_RF_train.meanFscore,0.880777945,Laptop,Unigram_Bigram_Trigram_Composite,2k
NNET,meanAccuracy,cv_NNET_train.meanAccuracy,0.499644592,Laptop,Unigram_Bigram_Trigram_Composite,2k
NNET,meanPrecision,cv_NNET_train.meanPrecision,0.501,Laptop,Unigram_Bigram_Trigram_Composite,2k
NNET,meanRecall,cv_NNET_train.meanRecall,1,Laptop,Unigram_Bigram_Trigram_Composite,2k
NNET,meanFscore,cv_NNET_train.meanFscore,0.6666643,Laptop,Unigram_Bigram_Trigram_Composite,2k
SLDA,meanAccuracy,cv_SLDA_train.meanAccuracy,0.80558248,Laptop,Unigram_Bigram_Trigram_Composite,2k
SLDA,meanPrecision,cv_SLDA_train.meanPrecision,0.814,Laptop,Unigram_Bigram_Trigram_Composite,2k
SLDA,meanRecall,cv_SLDA_train.meanRecall,0.793,Laptop,Unigram_Bigram_Trigram_Composite,2k
SLDA,meanFscore,cv_SLDA_train.meanFscore,0.802603418,Laptop,Unigram_Bigram_Trigram_Composite,2k
BOOSTING,meanAccuracy,cv_BOOSTING_train.meanAccuracy,0.8941957,Laptop,Unigram_Bigram_Trigram_Composite,2k
BOOSTING,meanPrecision,cv_BOOSTING_train.meanPrecision,0.882,Laptop,Unigram_Bigram_Trigram_Composite,2k
BOOSTING,meanRecall,cv_BOOSTING_train.meanRecall,0.872,Laptop,Unigram_Bigram_Trigram_Composite,2k
BOOSTING,meanFscore,cv_BOOSTING_train.meanFscore,0.875470456,Laptop,Unigram_Bigram_Trigram_Composite,2k
NaiveBayes,meanAccuracy,cv_NaiveBayes_train.meanAccuracy,0.653223431,Laptop,Neg_Pos,2k
NaiveBayes,meanPrecision,cv_NaiveBayes_train.meanPrecision,0.601,Laptop,Neg_Pos,2k
NaiveBayes,meanRecall,cv_NaiveBayes_train.meanRecall,0.901,Laptop,Neg_Pos,2k
NaiveBayes,meanFscore,cv_NaiveBayes_train.meanFscore,0.720459702,Laptop,Neg_Pos,2k
MX,meanAccuracy,cv_MX_train.meanAccuracy,0.802443079,Laptop,Neg_Pos,2k
MX,meanPrecision,cv_MX_train.meanPrecision,0.793,Laptop,Neg_Pos,2k
MX,meanRecall,cv_MX_train.meanRecall,0.818,Laptop,Neg_Pos,2k
MX,meanFscore,cv_MX_train.meanFscore,0.804189551,Laptop,Neg_Pos,2k
SVM,meanAccuracy,cv_SVM_train.meanAccuracy,0.56042391,Laptop,Neg_Pos,2k
SVM,meanPrecision,cv_SVM_train.meanPrecision,0.547,Laptop,Neg_Pos,2k
SVM,meanRecall,cv_SVM_train.meanRecall,0.79,Laptop,Neg_Pos,2k
SVM,meanFscore,cv_SVM_train.meanFscore,0.629537026,Laptop,Neg_Pos,2k
BG,meanAccuracy,cv_BG_train.meanAccuracy,0.795179211,Laptop,Neg_Pos,2k
BG,meanPrecision,cv_BG_train.meanPrecision,0.794,Laptop,Neg_Pos,2k
BG,meanRecall,cv_BG_train.meanRecall,0.796,Laptop,Neg_Pos,2k
BG,meanFscore,cv_BG_train.meanFscore,0.793544124,Laptop,Neg_Pos,2k
TREE,meanAccuracy,cv_TREE_train.meanAccuracy,0.795522943,Laptop,Neg_Pos,2k
TREE,meanPrecision,cv_TREE_train.meanPrecision,0.779,Laptop,Neg_Pos,2k
TREE,meanRecall,cv_TREE_train.meanRecall,0.83,Laptop,Neg_Pos,2k
TREE,meanFscore,cv_TREE_train.meanFscore,0.801258609,Laptop,Neg_Pos,2k
RF,meanAccuracy,cv_RF_train.meanAccuracy,0.813080078,Laptop,Neg_Pos,2k
RF,meanPrecision,cv_RF_train.meanPrecision,0.809,Laptop,Neg_Pos,2k
RF,meanRecall,cv_RF_train.meanRecall,0.816,Laptop,Neg_Pos,2k
RF,meanFscore,cv_RF_train.meanFscore,0.811427728,Laptop,Neg_Pos,2k
NNET,meanAccuracy,cv_NNET_train.meanAccuracy,0.499622475,Laptop,Neg_Pos,2k
NNET,meanPrecision,cv_NNET_train.meanPrecision,0.5,Laptop,Neg_Pos,2k
NNET,meanRecall,cv_NNET_train.meanRecall,1,Laptop,Neg_Pos,2k
NNET,meanFscore,cv_NNET_train.meanFscore,0.66591766,Laptop,Neg_Pos,2k
SLDA,meanAccuracy,cv_SLDA_train.meanAccuracy,0.78163128,Laptop,Neg_Pos,2k
SLDA,meanPrecision,cv_SLDA_train.meanPrecision,0.766,Laptop,Neg_Pos,2k
SLDA,meanRecall,cv_SLDA_train.meanRecall,0.824,Laptop,Neg_Pos,2k
SLDA,meanFscore,cv_SLDA_train.meanFscore,0.791403318,Laptop,Neg_Pos,2k
BOOSTING,meanAccuracy,cv_BOOSTING_train.meanAccuracy,0.882908861,Laptop,Neg_Pos,2k
BOOSTING,meanPrecision,cv_BOOSTING_train.meanPrecision,0.838,Laptop,Neg_Pos,2k
BOOSTING,meanRecall,cv_BOOSTING_train.meanRecall,0.864,Laptop,Neg_Pos,2k
BOOSTING,meanFscore,cv_BOOSTING_train.meanFscore,0.849364246,Laptop,Neg_Pos,2k
NaiveBayes,meanAccuracy,cv_NaiveBayes_train.meanAccuracy,0.52369855,Laptop,Part_Of_Speech,2k
NaiveBayes,meanPrecision,cv_NaiveBayes_train.meanPrecision,0.514,Laptop,Part_Of_Speech,2k
NaiveBayes,meanRecall,cv_NaiveBayes_train.meanRecall,0.807,Laptop,Part_Of_Speech,2k
NaiveBayes,meanFscore,cv_NaiveBayes_train.meanFscore,0.627400688,Laptop,Part_Of_Speech,2k
MX,meanAccuracy,cv_MX_train.meanAccuracy,0.7055366,Laptop,Part_Of_Speech,2k
MX,meanPrecision,cv_MX_train.meanPrecision,0.7,Laptop,Part_Of_Speech,2k
MX,meanRecall,cv_MX_train.meanRecall,0.719,Laptop,Part_Of_Speech,2k
MX,meanFscore,cv_MX_train.meanFscore,0.708329872,Laptop,Part_Of_Speech,2k
SVM,meanAccuracy,cv_SVM_train.meanAccuracy,0.618818168,Laptop,Part_Of_Speech,2k
SVM,meanPrecision,cv_SVM_train.meanPrecision,0.59,Laptop,Part_Of_Speech,2k
SVM,meanRecall,cv_SVM_train.meanRecall,0.78,Laptop,Part_Of_Speech,2k
SVM,meanFscore,cv_SVM_train.meanFscore,0.670284256,Laptop,Part_Of_Speech,2k
BG,meanAccuracy,cv_BG_train.meanAccuracy,0.683518378,Laptop,Part_Of_Speech,2k
BG,meanPrecision,cv_BG_train.meanPrecision,0.688,Laptop,Part_Of_Speech,2k
BG,meanRecall,cv_BG_train.meanRecall,0.672,Laptop,Part_Of_Speech,2k
BG,meanFscore,cv_BG_train.meanFscore,0.677757991,Laptop,Part_Of_Speech,2k
TREE,meanAccuracy,cv_TREE_train.meanAccuracy,0.657684437,Laptop,Part_Of_Speech,2k
TREE,meanPrecision,cv_TREE_train.meanPrecision,0.676,Laptop,Part_Of_Speech,2k
TREE,meanRecall,cv_TREE_train.meanRecall,0.611,Laptop,Part_Of_Speech,2k
TREE,meanFscore,cv_TREE_train.meanFscore,0.639363148,Laptop,Part_Of_Speech,2k
RF,meanAccuracy,cv_RF_train.meanAccuracy,0.702432766,Laptop,Part_Of_Speech,2k
RF,meanPrecision,cv_RF_train.meanPrecision,0.711,Laptop,Part_Of_Speech,2k
RF,meanRecall,cv_RF_train.meanRecall,0.683,Laptop,Part_Of_Speech,2k
RF,meanFscore,cv_RF_train.meanFscore,0.695550249,Laptop,Part_Of_Speech,2k
NNET,meanAccuracy,cv_NNET_train.meanAccuracy,0.499622475,Laptop,Part_Of_Speech,2k
NNET,meanPrecision,cv_NNET_train.meanPrecision,0.5,Laptop,Part_Of_Speech,2k
NNET,meanRecall,cv_NNET_train.meanRecall,1,Laptop,Part_Of_Speech,2k
NNET,meanFscore,cv_NNET_train.meanFscore,0.66591766,Laptop,Part_Of_Speech,2k
SLDA,meanAccuracy,cv_SLDA_train.meanAccuracy,0.630651435,Laptop,Part_Of_Speech,2k
SLDA,meanPrecision,cv_SLDA_train.meanPrecision,0.632,Laptop,Part_Of_Speech,2k
SLDA,meanRecall,cv_SLDA_train.meanRecall,0.64,Laptop,Part_Of_Speech,2k
SLDA,meanFscore,cv_SLDA_train.meanFscore,0.634174601,Laptop,Part_Of_Speech,2k
BOOSTING,meanAccuracy,cv_BOOSTING_train.meanAccuracy,0.828103982,Laptop,Part_Of_Speech,2k
BOOSTING,meanPrecision,cv_BOOSTING_train.meanPrecision,0.723,Laptop,Part_Of_Speech,2k
BOOSTING,meanRecall,cv_BOOSTING_train.meanRecall,0.722,Laptop,Part_Of_Speech,2k
BOOSTING,meanFscore,cv_BOOSTING_train.meanFscore,0.718438546,Laptop,Part_Of_Speech,2k
NaiveBayes,meanAccuracy,cv_NaiveBayes_train.meanAccuracy,0.58947748,Laptop,Composite_Numerical,2k
NaiveBayes,meanPrecision,cv_NaiveBayes_train.meanPrecision,0.557,Laptop,Composite_Numerical,2k
NaiveBayes,meanRecall,cv_NaiveBayes_train.meanRecall,0.85,Laptop,Composite_Numerical,2k
