Algorithm,Performance_Metric_New,Performance_Metric,Unigram,Unigram_Composite,Unigram_Bigram,Unigram_Bigram_Trigram,Unigram_Bigram_Trigram_Composite,Neg_Pos,Part_Of_Speech,Composite_Numerical,Category,Data_Size
SVM,meanRecall,cv_SVM_train.meanRecall,0.87,0.776,0.889,0.888,0.781,0.855,0.8,0.86,TV,4k
SVM,meanFscore,cv_SVM_train.meanFscore,0.835029295,0.686473427,0.85662625,0.854423031,0.692872861,0.667309064,0.703206185,0.680114798,TV,4k
BG,meanAccuracy,cv_BG_train.meanAccuracy,0.832759226,0.856066302,0.844217122,0.838217976,0.855756045,0.797404434,0.713710583,0.828135221,TV,4k
BG,meanPrecision,cv_BG_train.meanPrecision,0.829,0.846,0.839,0.833,0.85,0.793,0.709,0.821,TV,4k
BG,meanRecall,cv_BG_train.meanRecall,0.836,0.87,0.853,0.848,0.866,0.804,0.722,0.84,TV,4k
BG,meanFscore,cv_BG_train.meanFscore,0.832242268,0.857577764,0.845643578,0.840270175,0.85771667,0.798256895,0.715167919,0.830103456,TV,4k
TREE,meanAccuracy,cv_TREE_train.meanAccuracy,0.759203846,0.819537495,0.758773942,0.759674552,0.819537495,0.79317194,0.613508925,0.79317194,TV,4k
TREE,meanPrecision,cv_TREE_train.meanPrecision,0.725,0.793,0.721,0.723,0.793,0.803,0.596,0.803,TV,4k
TREE,meanRecall,cv_TREE_train.meanRecall,0.835,0.867,0.844,0.842,0.867,0.78,0.719,0.78,TV,4k
TREE,meanFscore,cv_TREE_train.meanFscore,0.775703109,0.827832762,0.777360351,0.777354905,0.827832762,0.789874505,0.646607931,0.789874505,TV,4k
RF,meanAccuracy,cv_RF_train.meanAccuracy,0.877159276,0.884577825,0.887973358,0.882852318,0.888475035,0.818836453,0.737425839,0.83405103,TV,4k
RF,meanPrecision,cv_RF_train.meanPrecision,0.878,0.873,0.883,0.88,0.88,0.813,0.733,0.829,TV,4k
RF,meanRecall,cv_RF_train.meanRecall,0.876,0.898,0.892,0.891,0.901,0.826,0.741,0.842,TV,4k
RF,meanFscore,cv_RF_train.meanFscore,0.876820581,0.885223333,0.887217992,0.884844208,0.890294172,0.819200846,0.736764133,0.835096124,TV,4k
NNET,meanAccuracy,cv_NNET_train.meanAccuracy,0.499948466,0.500108191,0.499360145,0.500264384,0.500108191,0.499030336,0.499030336,0.499030336,TV,4k
NNET,meanPrecision,cv_NNET_train.meanPrecision,0.5,0.5,0.499,0.501,0.5,0.5,0.5,0.5,TV,4k
NNET,meanRecall,cv_NNET_train.meanRecall,1,1,1,1,1,1,1,1,TV,4k
NNET,meanFscore,cv_NNET_train.meanFscore,0.666194469,0.666524172,0.665210731,0.667173267,0.666524172,0.666456082,0.666456082,0.666456082,TV,4k
SLDA,meanAccuracy,cv_SLDA_train.meanAccuracy,0.84970178,0.841856477,0.864267885,0.863990542,0.826470918,0.805015911,0.642113503,0.813567583,TV,4k
SLDA,meanPrecision,cv_SLDA_train.meanPrecision,0.867,0.854,0.87,0.872,0.838,0.813,0.675,0.83,TV,4k
SLDA,meanRecall,cv_SLDA_train.meanRecall,0.828,0.827,0.855,0.851,0.808,0.793,0.54,0.789,TV,4k
SLDA,meanFscore,cv_SLDA_train.meanFscore,0.846806097,0.839902918,0.862164609,0.860971096,0.822556768,0.802694231,0.598364192,0.808677914,TV,4k
BOOSTING,meanAccuracy,cv_BOOSTING_train.meanAccuracy,0.937566471,0.90023423,0.930863122,0.935271628,0.905119589,0.893948134,0.855147199,0.877928727,TV,4k
BOOSTING,meanPrecision,cv_BOOSTING_train.meanPrecision,0.918,0.876,0.913,0.927,0.883,0.839,0.691,0.834,TV,4k
BOOSTING,meanRecall,cv_BOOSTING_train.meanRecall,0.817,0.894,0.839,0.828,0.894,0.879,0.63,0.866,TV,4k
BOOSTING,meanFscore,cv_BOOSTING_train.meanFscore,0.86403892,0.88451689,0.873523387,0.874071966,0.888130983,0.857782055,0.649858141,0.849451281,TV,4k
NaiveBayes,meanAccuracy,cv_NaiveBayes_train.meanAccuracy,0.71581782,0.711690461,0.744484911,0.752228653,0.744284574,0.659950434,0.524141914,0.575889823,VS,4k
NaiveBayes,meanPrecision,cv_NaiveBayes_train.meanPrecision,0.816,0.815,0.845,0.848,0.839,0.747,0.592,0.692,VS,4k
NaiveBayes,meanRecall,cv_NaiveBayes_train.meanRecall,0.556,0.547,0.6,0.615,0.603,0.486,0.154,0.273,VS,4k
NaiveBayes,meanFscore,cv_NaiveBayes_train.meanFscore,0.660438724,0.653583009,0.701356459,0.712232954,0.701140762,0.587542441,0.24236361,0.389196705,VS,4k
MX,meanAccuracy,cv_MX_train.meanAccuracy,0.912852536,0.922019263,0.937546076,0.938415574,0.924720584,0.77324243,0.657790829,0.792538608,VS,4k
MX,meanPrecision,cv_MX_train.meanPrecision,0.92,0.929,0.94,0.941,0.926,0.783,0.641,0.797,VS,4k
MX,meanRecall,cv_MX_train.meanRecall,0.904,0.911,0.936,0.935,0.922,0.757,0.716,0.784,VS,4k
MX,meanFscore,cv_MX_train.meanFscore,0.91149833,0.91974929,0.937743403,0.937855458,0.923729118,0.769266118,0.675835585,0.790278188,VS,4k
SVM,meanAccuracy,cv_SVM_train.meanAccuracy,0.796623197,0.610124298,0.816300622,0.816325837,0.622294196,0.559039615,0.607788149,0.563998101,VS,4k
SVM,meanPrecision,cv_SVM_train.meanPrecision,0.775,0.587,0.798,0.795,0.6,0.543,0.587,0.545,VS,4k
SVM,meanRecall,cv_SVM_train.meanRecall,0.837,0.735,0.847,0.854,0.737,0.782,0.722,0.795,VS,4k
SVM,meanFscore,cv_SVM_train.meanFscore,0.80446354,0.652274764,0.821404374,0.822726367,0.661130151,0.639260255,0.647080604,0.645804386,VS,4k
BG,meanAccuracy,cv_BG_train.meanAccuracy,0.790065416,0.822079449,0.813177229,0.810237803,0.826540324,0.749322315,0.642322504,0.769701551,VS,4k
BG,meanPrecision,cv_BG_train.meanPrecision,0.771,0.819,0.79,0.794,0.819,0.745,0.637,0.765,VS,4k
BG,meanRecall,cv_BG_train.meanRecall,0.821,0.827,0.85,0.843,0.838,0.758,0.663,0.778,VS,4k
BG,meanFscore,cv_BG_train.meanFscore,0.795078479,0.822624524,0.818587151,0.81699036,0.828077048,0.750992624,0.648929039,0.771100756,VS,4k
TREE,meanAccuracy,cv_TREE_train.meanAccuracy,0.704218415,0.765029556,0.704164004,0.703536781,0.778276668,0.752488267,0.555593006,0.752488267,VS,4k
TREE,meanPrecision,cv_TREE_train.meanPrecision,0.659,0.765,0.657,0.656,0.76,0.723,0.543,0.723,VS,4k
TREE,meanRecall,cv_TREE_train.meanRecall,0.844,0.771,0.85,0.853,0.82,0.824,0.714,0.824,VS,4k
TREE,meanFscore,cv_TREE_train.meanFscore,0.739884794,0.765984739,0.740947674,0.74114312,0.787207584,0.769275045,0.615305008,0.769275045,VS,4k
RF,meanAccuracy,cv_RF_train.meanAccuracy,0.844564904,0.856268022,0.861537473,0.857590419,0.860991724,0.773031327,0.651016291,0.783208773,VS,4k
RF,meanPrecision,cv_RF_train.meanPrecision,0.848,0.843,0.86,0.859,0.848,0.763,0.649,0.771,VS,4k
RF,meanRecall,cv_RF_train.meanRecall,0.84,0.878,0.864,0.858,0.881,0.792,0.661,0.806,VS,4k
RF,meanFscore,cv_RF_train.meanFscore,0.843709924,0.859841399,0.861743447,0.857790534,0.863882572,0.776655922,0.654031719,0.787939158,VS,4k
NNET,meanAccuracy,cv_NNET_train.meanAccuracy,0.499970962,0.499994325,0.499526782,0.499736001,0.499994325,0.499522742,0.499522742,0.499522742,VS,4k
NNET,meanPrecision,cv_NNET_train.meanPrecision,0.501,0.499,0.5,0.499,0.499,0.5,0.5,0.5,VS,4k
NNET,meanRecall,cv_NNET_train.meanRecall,1,1,1,1,1,1,1,1,VS,4k
NNET,meanFscore,cv_NNET_train.meanFscore,0.66726906,0.665455235,0.666429727,0.665543916,0.665455235,0.666438998,0.666438998,0.666438998,VS,4k
SLDA,meanAccuracy,cv_SLDA_train.meanAccuracy,0.82591941,0.814417032,0.843166631,0.839747105,0.807165557,0.764368123,0.611395193,0.782033636,VS,4k
SLDA,meanPrecision,cv_SLDA_train.meanPrecision,0.834,0.818,0.847,0.844,0.813,0.765,0.627,0.792,VS,4k
SLDA,meanRecall,cv_SLDA_train.meanRecall,0.812,0.811,0.836,0.83,0.798,0.764,0.546,0.768,VS,4k
SLDA,meanFscore,cv_SLDA_train.meanFscore,0.822390023,0.81425756,0.841218496,0.836381442,0.805116414,0.764255059,0.582388375,0.779564447,VS,4k
BOOSTING,meanAccuracy,cv_BOOSTING_train.meanAccuracy,0.913999332,0.884937011,0.909950686,0.904201769,0.88772554,0.872350997,0.905882834,0.874118259,VS,4k
BOOSTING,meanPrecision,cv_BOOSTING_train.meanPrecision,0.896,0.847,0.906,0.906,0.849,0.813,0.604444444,0.839,VS,4k
BOOSTING,meanRecall,cv_BOOSTING_train.meanRecall,0.785,0.874,0.824,0.823,0.88,0.8,0.617777778,0.798,VS,4k
BOOSTING,meanFscore,cv_BOOSTING_train.meanFscore,0.835750336,0.859363326,0.862624279,0.861814107,0.863296351,0.802711791,0.608161345,0.815537243,VS,4k
NaiveBayes,meanAccuracy,cv_NaiveBayes_train.meanAccuracy,0.804211268,0.809543454,0.827206438,0.827516713,0.829787725,0.734136246,0.522480777,0.766377717,Camera,6k
NaiveBayes,meanPrecision,cv_NaiveBayes_train.meanPrecision,0.871,0.873,0.883,0.884,0.885,0.793,0.512,0.746,Camera,6k
NaiveBayes,meanRecall,cv_NaiveBayes_train.meanRecall,0.715,0.724,0.755,0.756,0.758,0.635,0.893,0.815,Camera,6k
NaiveBayes,meanFscore,cv_NaiveBayes_train.meanFscore,0.784871076,0.791391708,0.813840849,0.814623711,0.816478314,0.70477174,0.650559447,0.777196842,Camera,6k
MX,meanAccuracy,cv_MX_train.meanAccuracy,0.916314148,0.922350939,0.957502078,0.957479178,0.9325002,0.825063275,0.707750498,0.844198686,Camera,6k
MX,meanPrecision,cv_MX_train.meanPrecision,0.916,0.922,0.959,0.96,0.933,0.822,0.701,0.842,Camera,6k
MX,meanRecall,cv_MX_train.meanRecall,0.918,0.925,0.957,0.957,0.932,0.829,0.722,0.849,Camera,6k
MX,meanFscore,cv_MX_train.meanFscore,0.916880105,0.923410222,0.957875526,0.958434743,0.932438836,0.825363539,0.711167787,0.845329086,Camera,6k
SVM,meanAccuracy,cv_SVM_train.meanAccuracy,0.845455533,0.630423036,0.861455868,0.857886485,0.64077393,0.579879604,0.64254948,0.581314592,Camera,6k
SVM,meanPrecision,cv_SVM_train.meanPrecision,0.85,0.601,0.874,0.872,0.612,0.552,0.611,0.554,Camera,6k
SVM,meanRecall,cv_SVM_train.meanRecall,0.841,0.766,0.845,0.841,0.771,0.862,0.782,0.853,Camera,6k
SVM,meanFscore,cv_SVM_train.meanFscore,0.845065051,0.673273168,0.859008881,0.85590135,0.682159546,0.672411136,0.685680125,0.671207052,Camera,6k
BG,meanAccuracy,cv_BG_train.meanAccuracy,0.823614544,0.865006687,0.838027996,0.833710539,0.862016947,0.813752691,0.691588285,0.831058591,Camera,6k
BG,meanPrecision,cv_BG_train.meanPrecision,0.812,0.861,0.828,0.822,0.859,0.805,0.69,0.829,Camera,6k
BG,meanRecall,cv_BG_train.meanRecall,0.838,0.868,0.856,0.851,0.866,0.826,0.699,0.836,Camera,6k
BG,meanFscore,cv_BG_train.meanFscore,0.824582885,0.86429902,0.841522591,0.835961158,0.862315005,0.815167176,0.694246187,0.83226314,Camera,6k
TREE,meanAccuracy,cv_TREE_train.meanAccuracy,0.741920699,0.835992942,0.741600699,0.741758756,0.835992942,0.815725293,0.633703434,0.814893814,Camera,6k
TREE,meanPrecision,cv_TREE_train.meanPrecision,0.707,0.817,0.702,0.705,0.817,0.801,0.695,0.787,Camera,6k
TREE,meanRecall,cv_TREE_train.meanRecall,0.83,0.87,0.829,0.832,0.87,0.845,0.481,0.869,Camera,6k
TREE,meanFscore,cv_TREE_train.meanFscore,0.763295537,0.842230583,0.759901974,0.763142785,0.842230583,0.820883658,0.567794236,0.8251263,Camera,6k
RF,meanAccuracy,cv_RF_train.meanAccuracy,0.873797231,0.881967117,0.88765133,0.887828365,0.88474534,0.828690938,0.709420509,0.841773923,Camera,6k
RF,meanPrecision,cv_RF_train.meanPrecision,0.877,0.875,0.888,0.889,0.878,0.829,0.714,0.833,Camera,6k
RF,meanRecall,cv_RF_train.meanRecall,0.87,0.891,0.886,0.888,0.896,0.828,0.695,0.854,Camera,6k
RF,meanFscore,cv_RF_train.meanFscore,0.873234952,0.882881217,0.886937912,0.888339382,0.886842102,0.828254272,0.704078517,0.843198865,Camera,6k
NNET,meanAccuracy,cv_NNET_train.meanAccuracy,0.499752577,0.500077203,0.499349479,0.499991347,0.500077203,0.500240912,0.500240912,0.500240912,Camera,6k
NNET,meanPrecision,cv_NNET_train.meanPrecision,0.498,0.501,0.5,0.499,0.501,0.501,0.501,0.501,Camera,6k
NNET,meanRecall,cv_NNET_train.meanRecall,1,1,1,1,1,1,1,1,Camera,6k
NNET,meanFscore,cv_NNET_train.meanFscore,0.664733515,0.667443459,0.666334395,0.665605835,0.667443459,0.66720247,0.66720247,0.66720247,Camera,6k
SLDA,meanAccuracy,cv_SLDA_train.meanAccuracy,0.86650948,0.829414915,0.879208135,0.876251439,0.859998789,0.791435822,0.642923723,0.797629636,Camera,6k
SLDA,meanPrecision,cv_SLDA_train.meanPrecision,0.89,0.845,0.901,0.898,0.878,0.801,0.672,0.812,Camera,6k
SLDA,meanRecall,cv_SLDA_train.meanRecall,0.838,0.806,0.851,0.851,0.837,0.768,0.559,0.774,Camera,6k
SLDA,meanFscore,cv_SLDA_train.meanFscore,0.86305797,0.824943426,0.875094965,0.873629646,0.856931511,0.783629409,0.609608513,0.792091676,Camera,6k
BOOSTING,meanAccuracy,cv_BOOSTING_train.meanAccuracy,0.905852899,0.904243079,0.91291988,0.905354527,0.906389839,0.904032924,0.873424366,0.897201611,Camera,6k
BOOSTING,meanPrecision,cv_BOOSTING_train.meanPrecision,0.904,0.875,0.9,0.877,0.873,0.86,0.733,0.868,Camera,6k
BOOSTING,meanRecall,cv_BOOSTING_train.meanRecall,0.827,0.899,0.854,0.854,0.906,0.895,0.703,0.875,Camera,6k
BOOSTING,meanFscore,cv_BOOSTING_train.meanFscore,0.86341001,0.886479327,0.876133691,0.864284212,0.88888222,0.876381701,0.707155991,0.871191679,Camera,6k
NaiveBayes,meanAccuracy,cv_NaiveBayes_train.meanAccuracy,0.807095104,0.813521685,0.825009831,0.817436278,0.822904416,0.760348411,0.586956018,0.753757922,Laptop,6k
NaiveBayes,meanPrecision,cv_NaiveBayes_train.meanPrecision,0.885,0.892,0.899,0.891,0.893,0.716,0.623,0.73,Laptop,6k
NaiveBayes,meanRecall,cv_NaiveBayes_train.meanRecall,0.704,0.714,0.733,0.726,0.734,0.866,0.603,0.83,Laptop,6k
NaiveBayes,meanFscore,cv_NaiveBayes_train.meanFscore,0.783847723,0.792796309,0.807262057,0.79945485,0.805456411,0.783148119,0.580552054,0.771706347,Laptop,6k
MX,meanAccuracy,cv_MX_train.meanAccuracy,0.938463295,0.924582417,0.950295447,0.950564608,0.930685324,0.826457639,0.697585891,0.841404705,Laptop,6k
MX,meanPrecision,cv_MX_train.meanPrecision,0.937,0.931,0.952,0.95,0.939,0.839,0.696,0.852,Laptop,6k
MX,meanRecall,cv_MX_train.meanRecall,0.939,0.915,0.949,0.95,0.921,0.808,0.702,0.829,Laptop,6k
MX,meanFscore,cv_MX_train.meanFscore,0.937920424,0.922891765,0.950412998,0.949874067,0.929887421,0.822977224,0.698527964,0.840134938,Laptop,6k
SVM,meanAccuracy,cv_SVM_train.meanAccuracy,0.839851327,0.626514645,0.856577757,0.851921828,0.626982584,0.558914644,0.626898804,0.565078353,Laptop,6k
SVM,meanPrecision,cv_SVM_train.meanPrecision,0.822,0.6,0.846,0.843,0.602,0.538,0.597,0.542,Laptop,6k
SVM,meanRecall,cv_SVM_train.meanRecall,0.871,0.77,0.872,0.866,0.761,0.859,0.766,0.847,Laptop,6k
SVM,meanFscore,cv_SVM_train.meanFscore,0.845330596,0.673949806,0.858435045,0.853872325,0.671783884,0.661178652,0.670890857,0.660496731,Laptop,6k
BG,meanAccuracy,cv_BG_train.meanAccuracy,0.812087275,0.865143946,0.822853449,0.826458407,0.866020818,0.810394342,0.689173529,0.82750268,Laptop,6k
BG,meanPrecision,cv_BG_train.meanPrecision,0.805,0.858,0.81,0.813,0.859,0.809,0.693,0.823,Laptop,6k
BG,meanRecall,cv_BG_train.meanRecall,0.825,0.875,0.847,0.848,0.875,0.813,0.68,0.837,Laptop,6k
BG,meanFscore,cv_BG_train.meanFscore,0.814440161,0.866197152,0.827669487,0.83001342,0.866699186,0.810622894,0.686152211,0.829787654,Laptop,6k
TREE,meanAccuracy,cv_TREE_train.meanAccuracy,0.729987127,0.823531356,0.734506709,0.735982542,0.823531356,0.812081646,0.610617953,0.812608362,Laptop,6k
TREE,meanPrecision,cv_TREE_train.meanPrecision,0.692,0.79,0.698,0.698,0.79,0.782,0.643,0.79,Laptop,6k
TREE,meanRecall,cv_TREE_train.meanRecall,0.834,0.882,0.83,0.83,0.882,0.866,0.515,0.852,Laptop,6k
TREE,meanFscore,cv_TREE_train.meanFscore,0.756145209,0.832730802,0.757908773,0.757909969,0.832730802,0.820539114,0.563274044,0.818785582,Laptop,6k
RF,meanAccuracy,cv_RF_train.meanAccuracy,0.878945378,0.883451432,0.892136316,0.891598448,0.886470125,0.824892572,0.697374691,0.841331745,Laptop,6k
RF,meanPrecision,cv_RF_train.meanPrecision,0.886,0.879,0.899,0.898,0.883,0.824,0.707,0.834,Laptop,6k
RF,meanRecall,cv_RF_train.meanRecall,0.871,0.89,0.885,0.884,0.893,0.826,0.679,0.853,Laptop,6k
RF,meanFscore,cv_RF_train.meanFscore,0.878227653,0.88432201,0.891762726,0.890689429,0.887801669,0.824830837,0.69238448,0.843213837,Laptop,6k
NNET,meanAccuracy,cv_NNET_train.meanAccuracy,0.500204209,0.50002157,0.499651714,0.500112425,0.50002157,0.499900356,0.499900356,0.499900356,Laptop,6k
NNET,meanPrecision,cv_NNET_train.meanPrecision,0.5,0.501,0.499,0.5,0.501,0.5,0.5,0.5,Laptop,6k
NNET,meanRecall,cv_NNET_train.meanRecall,1,1,1,1,1,1,1,1,Laptop,6k
NNET,meanFscore,cv_NNET_train.meanFscore,0.666394467,0.667442985,0.665470566,0.666381425,0.667442985,0.666402173,0.666402173,0.666402173,Laptop,6k
SLDA,meanAccuracy,cv_SLDA_train.meanAccuracy,0.868009315,0.839544188,0.874931743,0.876176322,0.841721244,0.78532343,0.635951085,0.790179118,Laptop,6k
SLDA,meanPrecision,cv_SLDA_train.meanPrecision,0.893,0.858,0.9,0.904,0.857,0.79,0.656,0.801,Laptop,6k
SLDA,meanRecall,cv_SLDA_train.meanRecall,0.835,0.814,0.843,0.842,0.82,0.781,0.576,0.78,Laptop,6k
SLDA,meanFscore,cv_SLDA_train.meanFscore,0.862692399,0.835218644,0.870311124,0.871198036,0.837978666,0.785150175,0.611974309,0.789869415,Laptop,6k
BOOSTING,meanAccuracy,cv_BOOSTING_train.meanAccuracy,0.910266875,0.897648662,0.914170042,0.914830979,0.897543444,0.908584156,0.922139023,0.896706227,Laptop,6k
BOOSTING,meanPrecision,cv_BOOSTING_train.meanPrecision,0.905,0.884,0.909,0.912,0.884,0.877,0.704,0.868,Laptop,6k
BOOSTING,meanRecall,cv_BOOSTING_train.meanRecall,0.848,0.876,0.865,0.866,0.873,0.864,0.841,0.858,Laptop,6k
BOOSTING,meanFscore,cv_BOOSTING_train.meanFscore,0.87504657,0.879613261,0.885839272,0.887967857,0.878228188,0.869443236,0.761604362,0.862625133,Laptop,6k
NaiveBayes,meanAccuracy,cv_NaiveBayes_train.meanAccuracy,0.799950455,0.798924591,0.823948371,0.82339635,0.828824998,0.757178821,0.54324158,0.710767464,Mobile,6k
NaiveBayes,meanPrecision,cv_NaiveBayes_train.meanPrecision,0.807,0.8,0.844,0.848,0.847,0.703,0.543,0.676,Mobile,6k
NaiveBayes,meanRecall,cv_NaiveBayes_train.meanRecall,0.79,0.798,0.794,0.788,0.802,0.9,0.767,0.863,Mobile,6k
NaiveBayes,meanFscore,cv_NaiveBayes_train.meanFscore,0.797599415,0.797421627,0.817705414,0.816359842,0.823367714,0.788813635,0.596507878,0.742285359,Mobile,6k
MX,meanAccuracy,cv_MX_train.meanAccuracy,0.895887791,0.907836705,0.916312861,0.915903796,0.917132593,0.82988473,0.698459491,0.839337727,Mobile,6k
MX,meanPrecision,cv_MX_train.meanPrecision,0.9,0.91,0.916,0.916,0.917,0.831,0.691,0.839,Mobile,6k
MX,meanRecall,cv_MX_train.meanRecall,0.893,0.906,0.917,0.916,0.916,0.827,0.721,0.839,Mobile,6k
MX,meanFscore,cv_MX_train.meanFscore,0.896390763,0.907877916,0.916442467,0.915863673,0.916381838,0.828710227,0.705304479,0.838767487,Mobile,6k
SVM,meanAccuracy,cv_SVM_train.meanAccuracy,0.803760874,0.645585854,0.814540744,0.818113785,0.653240391,0.578642345,0.623591006,0.589311394,Mobile,6k
SVM,meanPrecision,cv_SVM_train.meanPrecision,0.827,0.617,0.833,0.837,0.624,0.555,0.605,0.563,Mobile,6k
SVM,meanRecall,cv_SVM_train.meanRecall,0.77,0.774,0.788,0.788,0.777,0.803,0.715,0.806,Mobile,6k
SVM,meanFscore,cv_SVM_train.meanFscore,0.797174052,0.685938991,0.809289104,0.811670044,0.691582632,0.655809224,0.655201654,0.662583511,Mobile,6k
BG,meanAccuracy,cv_BG_train.meanAccuracy,0.796715605,0.853726542,0.819964537,0.81720094,0.856510008,0.812944688,0.675006245,0.826019356,Mobile,6k
BG,meanPrecision,cv_BG_train.meanPrecision,0.797,0.853,0.826,0.816,0.855,0.817,0.671,0.827,Mobile,6k
BG,meanRecall,cv_BG_train.meanRecall,0.794,0.855,0.812,0.817,0.858,0.807,0.678,0.825,Mobile,6k
BG,meanFscore,cv_BG_train.meanFscore,0.795344113,0.85389501,0.818191739,0.816049508,0.856323151,0.81154962,0.674232762,0.825622234,Mobile,6k
TREE,meanAccuracy,cv_TREE_train.meanAccuracy,0.750201931,0.826302256,0.745907059,0.745558523,0.826302256,0.819161816,0.612447305,0.819161816,Mobile,6k
TREE,meanPrecision,cv_TREE_train.meanPrecision,0.717,0.784,0.709,0.706,0.784,0.786,0.616,0.786,Mobile,6k
TREE,meanRecall,cv_TREE_train.meanRecall,0.826,0.9,0.838,0.839,0.9,0.876,0.616,0.876,Mobile,6k
TREE,meanFscore,cv_TREE_train.meanFscore,0.767462584,0.837857627,0.767353736,0.766634774,0.837857627,0.828356455,0.612087004,0.828356455,Mobile,6k
RF,meanAccuracy,cv_RF_train.meanAccuracy,0.851978286,0.875074556,0.869134969,0.86649879,0.874129242,0.83150838,0.707332324,0.842523962,Mobile,6k
RF,meanPrecision,cv_RF_train.meanPrecision,0.864,0.87,0.879,0.875,0.868,0.833,0.704,0.839,Mobile,6k
RF,meanRecall,cv_RF_train.meanRecall,0.835,0.883,0.854,0.857,0.884,0.829,0.716,0.847,Mobile,6k
RF,meanFscore,cv_RF_train.meanFscore,0.849070072,0.87617231,0.866069171,0.865673764,0.875662456,0.830662955,0.709217323,0.842745199,Mobile,6k
NNET,meanAccuracy,cv_NNET_train.meanAccuracy,0.500569228,0.500271046,0.499731227,0.499886109,0.500271046,0.500279784,0.500279784,0.500279784,Mobile,6k
NNET,meanPrecision,cv_NNET_train.meanPrecision,0.501,0.501,0.499,0.499,0.501,0.502,0.502,0.502,Mobile,6k
NNET,meanRecall,cv_NNET_train.meanRecall,1,1,1,1,1,1,1,1,Mobile,6k
NNET,meanFscore,cv_NNET_train.meanFscore,0.667101842,0.667360682,0.665485109,0.665581428,0.667360682,0.668290639,0.668290639,0.668290639,Mobile,6k
SLDA,meanAccuracy,cv_SLDA_train.meanAccuracy,0.832073825,0.843738924,0.855940768,0.857868596,0.825898074,0.795406859,0.620078535,0.796109357,Mobile,6k
SLDA,meanPrecision,cv_SLDA_train.meanPrecision,0.827,0.848,0.858,0.867,0.832,0.805,0.627,0.8,Mobile,6k
SLDA,meanRecall,cv_SLDA_train.meanRecall,0.84,0.838,0.853,0.849,0.818,0.785,0.599,0.795,Mobile,6k
SLDA,meanFscore,cv_SLDA_train.meanFscore,0.833274201,0.842732715,0.854987701,0.857615508,0.824671718,0.794456642,0.612090216,0.797059498,Mobile,6k
BOOSTING,meanAccuracy,cv_BOOSTING_train.meanAccuracy,0.913153028,0.916341496,0.91543265,0.915124492,0.906100628,0.913400479,0.905697068,0.905602283,Mobile,6k
BOOSTING,meanPrecision,cv_BOOSTING_train.meanPrecision,0.879,0.897,0.899,0.887,0.886,0.881,0.705,0.88,Mobile,6k
BOOSTING,meanRecall,cv_BOOSTING_train.meanRecall,0.833,0.894,0.832,0.846,0.887,0.881,0.704,0.871,Mobile,6k
BOOSTING,meanFscore,cv_BOOSTING_train.meanFscore,0.854146655,0.894977858,0.863634227,0.865533849,0.886075329,0.879454166,0.694614213,0.874919627,Mobile,6k
NaiveBayes,meanAccuracy,cv_NaiveBayes_train.meanAccuracy,0.809994753,0.815692621,0.836381046,0.835705285,0.838410461,0.79325674,0.521641712,0.705362514,Tablet,6k
NaiveBayes,meanPrecision,cv_NaiveBayes_train.meanPrecision,0.892,0.891,0.901,0.9,0.901,0.77,0.514,0.651,Tablet,6k
NaiveBayes,meanRecall,cv_NaiveBayes_train.meanRecall,0.706,0.719,0.757,0.754,0.763,0.844,0.901,0.902,Tablet,6k
NaiveBayes,meanFscore,cv_NaiveBayes_train.meanFscore,0.787990122,0.795584759,0.822588081,0.820241901,0.826151739,0.804177675,0.654205261,0.75475251,Tablet,6k
MX,meanAccuracy,cv_MX_train.meanAccuracy,0.929125487,0.927279152,0.951731407,0.951935179,0.941232139,0.842353647,0.708916386,0.850931221,Tablet,6k
MX,meanPrecision,cv_MX_train.meanPrecision,0.928,0.938,0.95,0.951,0.944,0.862,0.703,0.859,Tablet,6k
MX,meanRecall,cv_MX_train.meanRecall,0.928,0.916,0.952,0.954,0.936,0.816,0.73,0.842,Tablet,6k
MX,meanFscore,cv_MX_train.meanFscore,0.927891436,0.926816526,0.950931155,0.952439868,0.939883281,0.838216968,0.715745825,0.85029023,Tablet,6k
SVM,meanAccuracy,cv_SVM_train.meanAccuracy,0.847883383,0.663485393,0.85888354,0.859510637,0.667622221,0.579254703,0.678240772,0.590419558,Tablet,6k
SVM,meanPrecision,cv_SVM_train.meanPrecision,0.821,0.634,0.835,0.833,0.638,0.553,0.646,0.562,Tablet,6k
SVM,meanRecall,cv_SVM_train.meanRecall,0.89,0.78,0.895,0.898,0.773,0.83,0.792,0.823,Tablet,6k
SVM,meanFscore,cv_SVM_train.meanFscore,0.853970475,0.699262643,0.86381844,0.863969414,0.698813922,0.663168537,0.711242953,0.667498453,Tablet,6k
BG,meanAccuracy,cv_BG_train.meanAccuracy,0.836411453,0.883240101,0.839456058,0.845080005,0.882352975,0.832700596,0.723018449,0.857902554,Tablet,6k
BG,meanPrecision,cv_BG_train.meanPrecision,0.822,0.876,0.83,0.838,0.873,0.832,0.718,0.853,Tablet,6k
BG,meanRecall,cv_BG_train.meanRecall,0.859,0.894,0.853,0.858,0.891,0.837,0.737,0.867,Tablet,6k
BG,meanFscore,cv_BG_train.meanFscore,0.839628683,0.884678643,0.840364265,0.847178337,0.881717611,0.834318654,0.726775164,0.859774575,Tablet,6k
